STATISTIC CODE,Statistic,TLIST(A1),Year,COUNT_PARTNER,Trade Partner,RUSECTION,Industry Sector,UNIT,VALUE
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,I,Accommodation And Food Service Activities,Count,9.916666667
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,J,Information And Communication,Count,832.621861
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,L,Real Estate Activities,Count,18.41552511
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,M,"Professional, Scientific And Technical Activities",Count,1569.951487
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,N,Administrative And Support Service Activities,Count,236.5604419
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,P,Education,Count,122.3432602
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,Q,Human Health And Social Work Activities,Count,51.36646825
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,R,"Arts, Entertainment And Recreation",Count,143.968254
BESESCOUNT,Number of Businesses,2017,2017,EXPORT,Exporter,S,Other Service Activities,Count,81.56188769
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,ALL,All industries,Count,14230.54942
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,A,"Agriculture, Forestry And Fishing",Count,148.6
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,B,Mining And Quarrying,Count,57.11111111
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,C,Manufacturing,Count,3205.798347
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,7
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,167.7209302
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,F,Construction,Count,2111.289419
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,2683.354451
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,H,Transportation And Storage,Count,687.0635294
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,I,Accommodation And Food Service Activities,Count,11.18
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,J,Information And Communication,Count,1175.265499
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,L,Real Estate Activities,Count,257.1111111
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,M,"Professional, Scientific And Technical Activities",Count,2517.505051
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,N,Administrative And Support Service Activities,Count,466.2939876
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,P,Education,Count,207.2413793
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,Q,Human Health And Social Work Activities,Count,199.8027027
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,R,"Arts, Entertainment And Recreation",Count,161.4285714
BESESCOUNT,Number of Businesses,2018,2018,EXTERN,External Seller,S,Other Service Activities,Count,166.7833333
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,ALL,All industries,Count,10850.48227
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,A,"Agriculture, Forestry And Fishing",Count,89.29411765
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,B,Mining And Quarrying,Count,50.61111111
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,C,Manufacturing,Count,2968.24924
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,5
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,73.90697674
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,F,Construction,Count,1339.695521
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,2057.066922
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,H,Transportation And Storage,Count,578.5838235
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,I,Accommodation And Food Service Activities,Count,5.02
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,J,Information And Communication,Count,889.9052111
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,L,Real Estate Activities,Count,36.83006536
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,M,"Professional, Scientific And Technical Activities",Count,1860.438672
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,N,Administrative And Support Service Activities,Count,397.6439876
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,P,Education,Count,203.2413793
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,Q,Human Health And Social Work Activities,Count,39.1
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,R,"Arts, Entertainment And Recreation",Count,142.9285714
BESESCOUNT,Number of Businesses,2018,2018,EXPORT,Exporter,S,Other Service Activities,Count,112.9666667
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,ALL,All industries,Count,15143.18516
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,A,"Agriculture, Forestry And Fishing",Count,102.6296296
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,B,Mining And Quarrying,Count,48.13333333
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,C,Manufacturing,Count,3074.051622
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,21.64705882
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,206.894958
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,F,Construction,Count,2320.46453
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,3217.158258
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,H,Transportation And Storage,Count,893.0176471
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,I,Accommodation And Food Service Activities,Count,5.708333333
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,J,Information And Communication,Count,1205.95
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,L,Real Estate Activities,Count,378.0915493
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,M,"Professional, Scientific And Technical Activities",Count,2293.201703
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,N,Administrative And Support Service Activities,Count,544.7401
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,P,Education,Count,173.6385595
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,Q,Human Health And Social Work Activities,Count,165.0189791
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,R,"Arts, Entertainment And Recreation",Count,253.769697
BESESCOUNT,Number of Businesses,2019,2019,EXTERN,External Seller,S,Other Service Activities,Count,239.0691968
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,ALL,All industries,Count,11969.71103
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,A,"Agriculture, Forestry And Fishing",Count,78.40740741
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,B,Mining And Quarrying,Count,45.13333333
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,C,Manufacturing,Count,2785.452978
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,143.7633053
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,F,Construction,Count,1670.541943
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,2864.196103
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,H,Transportation And Storage,Count,578.8957983
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,I,Accommodation And Food Service Activities,Count,
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,J,Information And Communication,Count,1019.495513
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,L,Real Estate Activities,Count,87.05868545
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,M,"Professional, Scientific And Technical Activities",Count,1518.742972
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,N,Administrative And Support Service Activities,Count,458.1522212
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,P,Education,Count,171.6385595
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,Q,Human Health And Social Work Activities,Count,156.773621
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,R,"Arts, Entertainment And Recreation",Count,168.6242424
BESESCOUNT,Number of Businesses,2019,2019,EXPORT,Exporter,S,Other Service Activities,Count,218.251015
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,ALL,All industries,Count,14712.89009
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,A,"Agriculture, Forestry And Fishing",Count,112.3027523
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,B,Mining And Quarrying,Count,81.66666667
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,C,Manufacturing,Count,2931.46458
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,217.0972222
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,F,Construction,Count,2178.13087
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,3139.863721
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,H,Transportation And Storage,Count,868.6512112
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,I,Accommodation And Food Service Activities,Count,147.4470415
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,J,Information And Communication,Count,1465.217949
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,L,Real Estate Activities,Count,354.7694236
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,M,"Professional, Scientific And Technical Activities",Count,2053.866763
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,N,Administrative And Support Service Activities,Count,623.0733882
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,P,Education,Count,194.2397849
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,Q,Human Health And Social Work Activities,Count,99.75497299
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,R,"Arts, Entertainment And Recreation",Count,101.7452381
BESESCOUNT,Number of Businesses,2020,2020,EXTERN,External Seller,S,Other Service Activities,Count,141.598506
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,ALL,All industries,Count,11119.93055
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,A,"Agriculture, Forestry And Fishing",Count,77.7706422
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,B,Mining And Quarrying,Count,81.66666667
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,C,Manufacturing,Count,2658.646339
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,D,"Electricity, Gas, Steam And Air Conditioning Supply",Count,
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",Count,121.2361111
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,F,Construction,Count,1639.609396
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,G,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,Count,2616.691548
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,H,Transportation And Storage,Count,615.895824
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,I,Accommodation And Food Service Activities,Count,109.8868911
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,J,Information And Communication,Count,1160.198718
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,L,Real Estate Activities,Count,50.61152882
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,M,"Professional, Scientific And Technical Activities",Count,1378.882582
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,N,Administrative And Support Service Activities,Count,332.183762
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,P,Education,Count,103.3365591
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,Q,Human Health And Social Work Activities,Count,61.00130068
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,R,"Arts, Entertainment And Recreation",Count,25
BESESCOUNT,Number of Businesses,2020,2020,EXPORT,Exporter,S,Other Service Activities,Count,86.31267918
